date,week,meal,product,M,P,F,C,FBR,SGR,K,Pg,Fg,Cg,FBRg,SGRg,Kcal
16.01.2020,20_3,1,курага,30,"3,4","0,5",63,,,241,"1,02","0,15","18,9",0,0,"72,3"
17.01.2020,20_3,1,Овсянка,80,13,6,63,9,0,360,"10,4","4,8","50,4","7,2",0,288
17.01.2020,20_3,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
17.01.2020,20_3,1,Президент 85,15,"10,3",52,24,13,2,607,"1,545","7,8","3,6","1,95","0,3","91,05"
17.01.2020,20_3,1,сыр,50,"22,5",28,0,0,0,342,"11,25",14,0,0,0,171
17.01.2020,20_3,1,рис бур вар,700,3,1,26,,,120,21,7,182,0,0,840
17.01.2020,20_3,1,хек рыба,330,"16,8","2,2",0,0,0,86,"55,44","7,26",0,0,0,"283,8"
17.01.2020,20_3,1,творог 1,220,18,1,"1,3",0,0,86,"39,6","2,2","2,86",0,0,"189,2"
17.01.2020,20_3,1,bcaa ON,12,53,0,32,0,0,337,"6,36",0,"3,84",0,0,"40,44"
17.01.2020,20_3,1,Банан,150,"1,1","0,3",23,"2,6",12,89,"1,65","0,45","34,5","3,9",18,"133,5"
17.01.2020,20_3,1,Шоколад молочный,20,"8,1",55,31,,,542,"1,62",11,"6,2",0,0,"108,4"
17.01.2020,20_3,1,мандарин,120,"0,8","0,3",13,,,53,"0,96","0,36","15,6",0,0,"63,6"
17.01.2020,20_3,1,миндаль,10,21,49,22,,,576,"2,1","4,9","2,2",0,0,"57,6"
17.01.2020,20_3,1,морковь,100,"0,9","0,2",10,"2,8","4,53",41,"0,9","0,2",10,"2,8","4,53",41
17.01.2020,20_3,1,фундук,10,15,61,17,,,628,"1,5","6,1","1,7",0,0,"62,8"
18.01.2020,20_3,1,Овсянка,80,13,6,63,9,0,360,"10,4","4,8","50,4","7,2",0,288
18.01.2020,20_3,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
18.01.2020,20_3,1,Президент 85,15,"10,3",52,24,13,2,607,"1,545","7,8","3,6","1,95","0,3","91,05"
18.01.2020,20_3,1,сыр,50,"22,5",28,0,0,0,342,"11,25",14,0,0,0,171
18.01.2020,20_3,1,фундук,20,15,61,17,,,628,3,"12,2","3,4",0,0,"125,6"
18.01.2020,20_3,1,рис бур вар,180,3,1,26,,,120,"5,4","1,8","46,8",0,0,216
18.01.2020,20_3,1,хек рыба,95,"16,8","2,2",0,0,0,86,"15,96","2,09",0,0,0,"81,7"
18.01.2020,20_3,1,булгур вар 350/795,420,6,1,29,"7,596226415","0,1701886792",142,"25,2","4,2","121,8","31,90415094","0,7147924528","596,4"
18.01.2020,20_3,1,треска,170,18,"0,7",0,,,82,"30,6","1,19",0,0,0,"139,4"
18.01.2020,20_3,1,творог 2,200,16,2,"1,3",,,88,32,4,"2,6",0,0,176
18.01.2020,20_3,1,помидор,380,"0,9","0,2","3,9","1,2","2,63",18,"3,42","0,76","14,82","4,56","9,994","68,4"
18.01.2020,20_3,1,мандарин,120,"0,8","0,3",13,,,53,"0,96","0,36","15,6",0,0,"63,6"
18.01.2020,20_3,1,морковь,100,"0,9","0,2",10,"2,8","4,53",41,"0,9","0,2",10,"2,8","4,53",41
18.01.2020,20_3,1,миндаль,30,21,49,22,,,576,"6,3","14,7","6,6",0,0,"172,8"
18.01.2020,20_3,1,курага,30,"3,4","0,5",63,,,241,"1,02","0,15","18,9",0,0,"72,3"
19.01.2020,20_4,1,Овсянка,80,13,6,63,9,0,360,"10,4","4,8","50,4","7,2",0,288
19.01.2020,20_4,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
19.01.2020,20_4,1,Президент 85,15,"10,3",52,24,13,2,607,"1,545","7,8","3,6","1,95","0,3","91,05"
19.01.2020,20_4,1,сыр,50,"22,5",28,0,0,0,342,"11,25",14,0,0,0,171
19.01.2020,20_4,1,сушки ванильные,20,"9,5",5,74,"2,9","0,3",379,"1,9",1,"14,8","0,58","0,06","75,8"
19.01.2020,20_4,1,мед,20,"0,5","0,2",80,0,80,330,"0,1","0,04",16,0,16,66
19.01.2020,20_4,1,макароны вар 150/320,450,7,1,32,,,163,"31,5","4,5",144,0,0,"733,5"
19.01.2020,20_4,1,булгур вар,140,5,1,25,7,"0,16",122,7,"1,4",35,"9,8","0,224","170,8"
19.01.2020,20_4,1,грудка,300,31,"3,6",0,0,0,165,93,"10,8",0,0,0,495
19.01.2020,20_4,1,творог 2,200,16,2,"1,3",,,88,32,4,"2,6",0,0,176
19.01.2020,20_4,1,помидор,400,"0,9","0,2","3,9","1,2","2,63",18,"3,6","0,8","15,6","4,8","10,52",72
19.01.2020,20_4,1,морковь,75,"0,9","0,2",10,"2,8","4,53",41,"0,675","0,15","7,5","2,1","3,3975","30,75"
20.01.2020,20_4,1,Овсянка,80,13,6,63,9,0,360,"10,4","4,8","50,4","7,2",0,288
20.01.2020,20_4,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
20.01.2020,20_4,1,Президент 85,15,"10,3",52,24,13,2,607,"1,545","7,8","3,6","1,95","0,3","91,05"
20.01.2020,20_4,1,сыр,50,"22,5",28,0,0,0,342,"11,25",14,0,0,0,171
20.01.2020,20_4,1,гречка вар,650,4,1,20,"2,938090241",0,100,26,"6,5",130,"19,09758657",0,650
20.01.2020,20_4,1,грудка,300,31,"3,6",0,0,0,165,93,"10,8",0,0,0,495
20.01.2020,20_4,1,творог 1,220,18,1,"1,3",0,0,86,"39,6","2,2","2,86",0,0,"189,2"
20.01.2020,20_4,1,чернослив,20,"2,2","0,4",64,,,240,"0,44","0,08","12,8",0,0,48
20.01.2020,20_4,1,мандарин,120,"0,8","0,3",13,,,53,"0,96","0,36","15,6",0,0,"63,6"
20.01.2020,20_4,1,Банан,150,"1,1","0,3",23,"2,6",12,89,"1,65","0,45","34,5","3,9",18,"133,5"
20.01.2020,20_4,1,bcaa ON,12,53,0,32,0,0,337,"6,36",0,"3,84",0,0,"40,44"
20.01.2020,20_4,1,Шоколад молочный,20,"8,1",55,31,,,542,"1,62",11,"6,2",0,0,"108,4"
20.01.2020,20_4,1,помидор,200,"0,9","0,2","3,9","1,2","2,63",18,"1,8","0,4","7,8","2,4","5,26",36
20.01.2020,20_4,1,миндаль,15,21,49,22,,,576,"3,15","7,35","3,3",0,0,"86,4"
20.01.2020,20_4,1,кешью,15,18,44,30,,,553,"2,7","6,6","4,5",0,0,"82,95"
21.01.2020,20_4,1,Овсянка,80,13,6,63,9,0,360,"10,4","4,8","50,4","7,2",0,288
21.01.2020,20_4,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
21.01.2020,20_4,1,Президент 85,15,"10,3",52,24,13,2,607,"1,545","7,8","3,6","1,95","0,3","91,05"
21.01.2020,20_4,1,сыр,52,"22,5",28,0,0,0,342,"11,7","14,56",0,0,0,"177,84"
21.01.2020,20_4,1,bcaa ON,12,53,0,32,0,0,337,"6,36",0,"3,84",0,0,"40,44"
21.01.2020,20_4,1,гречка вар,260,4,1,20,"2,938090241",0,100,"10,4","2,6",52,"7,639034627",0,260
21.01.2020,20_4,1,грудка,175,31,"3,6",0,0,0,165,"54,25","6,3",0,0,0,"288,75"
21.01.2020,20_4,1,булгур вар,400,5,1,25,7,"0,16",122,20,4,100,28,"0,64",488
21.01.2020,20_4,1,хек рыба,130,"16,8","2,2",0,0,0,86,"21,84","2,86",0,0,0,"111,8"
21.01.2020,20_4,1,творог 1,220,18,1,"1,3",0,0,86,"39,6","2,2","2,86",0,0,"189,2"
21.01.2020,20_4,1,миндаль,30,21,49,22,,,576,"6,3","14,7","6,6",0,0,"172,8"
21.01.2020,20_4,1,морковь,106,"0,9","0,2",10,"2,8","4,53",41,"0,954","0,212","10,6","2,968","4,8018","43,46"
21.01.2020,20_4,1,мандарин,120,"0,8","0,3",13,,,53,"0,96","0,36","15,6",0,0,"63,6"
21.01.2020,20_4,1,чернослив,30,"2,2","0,4",64,,,240,"0,66","0,12","19,2",0,0,72
22.01.2020,20_4,1,Овсянка,80,13,6,63,9,0,360,"10,4","4,8","50,4","7,2",0,288
22.01.2020,20_4,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
22.01.2020,20_4,1,Президент 85,15,"10,3",52,24,13,2,607,"1,545","7,8","3,6","1,95","0,3","91,05"
22.01.2020,20_4,1,сыр,50,"22,5",28,0,0,0,342,"11,25",14,0,0,0,171
22.01.2020,20_4,1,рис бур вар,600,3,1,26,,,120,18,6,156,0,0,720
22.01.2020,20_4,1,хек рыба,300,"16,8","2,2",0,0,0,86,"50,4","6,6",0,0,0,258
22.01.2020,20_4,1,помидор,230,"0,9","0,2","3,9","1,2","2,63",18,"2,07","0,46","8,97","2,76","6,049","41,4"
22.01.2020,20_4,1,чернослив,30,"2,2","0,4",64,,,240,"0,66","0,12","19,2",0,0,72
22.01.2020,20_4,1,миндаль,30,21,49,22,,,576,"6,3","14,7","6,6",0,0,"172,8"
22.01.2020,20_4,1,мандарин,120,"0,8","0,3",13,,,53,"0,96","0,36","15,6",0,0,"63,6"
22.01.2020,20_4,1,Банан,150,"1,1","0,3",23,"2,6",12,89,"1,65","0,45","34,5","3,9",18,"133,5"
22.01.2020,20_4,1,bcaa ON,12,53,0,32,0,0,337,"6,36",0,"3,84",0,0,"40,44"
22.01.2020,20_4,1,Шоколад молочный,20,"8,1",55,31,,,542,"1,62",11,"6,2",0,0,"108,4"
22.01.2020,20_4,1,творог 1,200,18,1,"1,3",0,0,86,36,2,"2,6",0,0,172
22.01.2020,20_4,1,мед,3,"0,5","0,2",80,0,80,330,"0,015","0,006","2,4",0,"2,4","9,9"
22.01.2020,20_4,1,сушки ванильные,2,"9,5",5,74,"2,9","0,3",379,"0,19","0,1","1,48","0,058","0,006","7,58"
23.01.2020,20_4,1,Овсянка,80,13,6,63,9,0,360,"10,4","4,8","50,4","7,2",0,288
23.01.2020,20_4,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
23.01.2020,20_4,1,Президент 85,15,"10,3",52,24,13,2,607,"1,545","7,8","3,6","1,95","0,3","91,05"
23.01.2020,20_4,1,сыр,50,"22,5",28,0,0,0,342,"11,25",14,0,0,0,171
23.01.2020,20_4,1,гречка вар,600,4,1,20,"2,938090241",0,100,24,6,120,"17,62854145",0,600
23.01.2020,20_4,1,Свинина полендвица,220,"16,5","22,3",0,0,0,270,"36,3","49,06",0,0,0,594
23.01.2020,20_4,1,сыр,15,"22,5",28,0,0,0,342,"3,375","4,2",0,0,0,"51,3"
23.01.2020,20_4,1,помидор,500,"0,9","0,2","3,9","1,2","2,63",18,"4,5",1,"19,5",6,"13,15",90
23.01.2020,20_4,1,мандарин,120,"0,8","0,3",13,,,53,"0,96","0,36","15,6",0,0,"63,6"
23.01.2020,20_4,1,творог 1,220,18,1,"1,3",0,0,86,"39,6","2,2","2,86",0,0,"189,2"
23.01.2020,20_4,1,Яйцо белок,160,"11,1",0,1,0,0,46,"17,76",0,"1,6",0,0,"73,6"
24.01.2020,20_4,1,Овсянка,80,13,6,63,9,0,360,"10,4","4,8","50,4","7,2",0,288
24.01.2020,20_4,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
24.01.2020,20_4,1,Президент 85,15,"10,3",52,24,13,2,607,"1,545","7,8","3,6","1,95","0,3","91,05"
24.01.2020,20_4,1,сыр,60,"22,5",28,0,0,0,342,"13,5","16,8",0,0,0,"205,2"
24.01.2020,20_4,1,гречка вар,450,4,1,20,"2,938090241",0,100,18,"4,5",90,"13,22140609",0,450
24.01.2020,20_4,1,булгур вар,200,5,1,25,7,"0,16",122,10,2,50,14,"0,32",244
24.01.2020,20_4,1,Свинина полендвица,100,"16,5","22,3",0,0,0,270,"16,5","22,3",0,0,0,270
24.01.2020,20_4,1,Яйцо белок,270,"11,1",0,1,0,0,46,"29,97",0,"2,7",0,0,"124,2"
24.01.2020,20_4,1,помидор,400,"0,9","0,2","3,9","1,2","2,63",18,"3,6","0,8","15,6","4,8","10,52",72
24.01.2020,20_4,1,морковь,100,"0,9","0,2",10,"2,8","4,53",41,"0,9","0,2",10,"2,8","4,53",41
24.01.2020,20_4,1,Банан,150,"1,1","0,3",23,"2,6",12,89,"1,65","0,45","34,5","3,9",18,"133,5"
24.01.2020,20_4,1,Шоколад молочный,20,"8,1",55,31,,,542,"1,62",11,"6,2",0,0,"108,4"
24.01.2020,20_4,1,bcaa ON,12,53,0,32,0,0,337,"6,36",0,"3,84",0,0,"40,44"
24.01.2020,20_4,1,творог 1,220,18,1,"1,3",0,0,86,"39,6","2,2","2,86",0,0,"189,2"
24.01.2020,20_4,1,мандарин,120,"0,8","0,3",13,,,53,"0,96","0,36","15,6",0,0,"63,6"
24.01.2020,20_4,1,грейпфрут,120,"0,8","0,1",11,,,42,"0,96","0,12","13,2",0,0,"50,4"
25.01.2020,20_4,1,Овсянка,80,13,6,63,9,0,360,"10,4","4,8","50,4","7,2",0,288
25.01.2020,20_4,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
25.01.2020,20_4,1,Президент 85,15,"10,3",52,24,13,2,607,"1,545","7,8","3,6","1,95","0,3","91,05"
25.01.2020,20_4,1,сыр,50,"22,5",28,0,0,0,342,"11,25",14,0,0,0,171
25.01.2020,20_4,1,рис бур вар,400,3,1,26,,,120,12,4,104,0,0,480
25.01.2020,20_4,1,минтай,200,23,"1,2",0,,,111,46,"2,4",0,0,0,222
25.01.2020,20_4,1,помидор,350,"0,9","0,2","3,9","1,2","2,63",18,"3,15","0,7","13,65","4,2","9,205",63
25.01.2020,20_4,1,морковь,65,"0,9","0,2",10,"2,8","4,53",41,"0,585","0,13","6,5","1,82","2,9445","26,65"
25.01.2020,20_4,1,мандарин,80,"0,8","0,3",13,,,53,"0,64","0,24","10,4",0,0,"42,4"
25.01.2020,20_4,1,кешью,30,18,44,30,,,553,"5,4","13,2",9,0,0,"165,9"
25.01.2020,20_4,1,кешью,20,18,44,30,,,553,"3,6","8,8",6,0,0,"110,6"
25.01.2020,20_4,1,мед,20,"0,5","0,2",80,0,80,330,"0,1","0,04",16,0,16,66
25.01.2020,20_4,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
26.01.2020,20_5,1,Овсянка,80,13,6,63,9,0,360,"10,4","4,8","50,4","7,2",0,288
26.01.2020,20_5,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
26.01.2020,20_5,1,Президент 85,15,"10,3",52,24,13,2,607,"1,545","7,8","3,6","1,95","0,3","91,05"
26.01.2020,20_5,1,сыр,50,"22,5",28,0,0,0,342,"11,25",14,0,0,0,171
26.01.2020,20_5,1,рис бур вар,200,3,1,26,,,120,6,2,52,0,0,240
26.01.2020,20_5,1,Яйцо белок,160,"11,1",0,1,0,0,46,"17,76",0,"1,6",0,0,"73,6"
26.01.2020,20_5,1,Яйцо желток,30,"16,2","31,2","3,6",0,0,354,"4,86","9,36","1,08",0,0,"106,2"
26.01.2020,20_5,1,кешью,10,18,44,30,,,553,"1,8","4,4",3,0,0,"55,3"
26.01.2020,20_5,1,кешью,10,18,44,30,,,553,"1,8","4,4",3,0,0,"55,3"
26.01.2020,20_5,1,морковь,61,"0,9","0,2",10,"2,8","4,53",41,"0,549","0,122","6,1","1,708","2,7633","25,01"
26.01.2020,20_5,1,гречка вар,400,4,1,20,"2,938090241",0,100,16,4,80,"11,75236097",0,400
26.01.2020,20_5,1,грудка,200,31,"3,6",0,0,0,165,62,"7,2",0,0,0,330
26.01.2020,20_5,1,Яблоко,380,"0,3","0,2",14,2,"8,74",52,"1,14","0,76","53,2","7,6","33,212","197,6"
26.01.2020,20_5,1,помидор,160,"0,9","0,2","3,9","1,2","2,63",18,"1,44","0,32","6,24","1,92","4,208","28,8"
26.01.2020,20_5,1,творог 1,200,18,1,"1,3",0,0,86,36,2,"2,6",0,0,172
27.01.2020,20_5,1,Овсянка,80,13,6,63,9,0,360,"10,4","4,8","50,4","7,2",0,288
27.01.2020,20_5,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
27.01.2020,20_5,1,Президент 85,15,"10,3",52,24,13,2,607,"1,545","7,8","3,6","1,95","0,3","91,05"
27.01.2020,20_5,1,сыр,50,"22,5",28,0,0,0,342,"11,25",14,0,0,0,171
27.01.2020,20_5,1,сухари,10,"10,3","3,8","80,8",,,391,"1,03","0,38","8,08",0,0,"39,1"
27.01.2020,20_5,1,гречка вар,650,4,1,20,"2,938090241",0,100,26,"6,5",130,"19,09758657",0,650
27.01.2020,20_5,1,Яйцо белок,480,"11,1",0,1,0,0,46,"53,28",0,"4,8",0,0,"220,8"
27.01.2020,20_5,1,грецкий орех,20,15,65,14,,,654,3,13,"2,8",0,0,"130,8"
27.01.2020,20_5,1,кешью,20,18,44,30,,,553,"3,6","8,8",6,0,0,"110,6"
27.01.2020,20_5,1,Банан,150,"1,1","0,3",23,"2,6",12,89,"1,65","0,45","34,5","3,9",18,"133,5"
27.01.2020,20_5,1,bcaa ON,12,53,0,32,0,0,337,"6,36",0,"3,84",0,0,"40,44"
27.01.2020,20_5,1,Шоколад молочный,20,"8,1",55,31,,,542,"1,62",11,"6,2",0,0,"108,4"
27.01.2020,20_5,1,творог 1,220,18,1,"1,3",0,0,86,"39,6","2,2","2,86",0,0,"189,2"
27.01.2020,20_5,1,помидор,380,"0,9","0,2","3,9","1,2","2,63",18,"3,42","0,76","14,82","4,56","9,994","68,4"
27.01.2020,20_5,1,мандарин,100,"0,8","0,3",13,,,53,"0,8","0,3",13,0,0,53
27.01.2020,20_5,1,морковь,114,"0,9","0,2",10,"2,8","4,53",41,"1,026","0,228","11,4","3,192","5,1642","46,74"
28.01.2020,20_5,1,Овсянка,80,13,6,63,9,0,360,"10,4","4,8","50,4","7,2",0,288
28.01.2020,20_5,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
28.01.2020,20_5,1,Президент 85,15,"10,3",52,24,13,2,607,"1,545","7,8","3,6","1,95","0,3","91,05"
28.01.2020,20_5,1,сыр,50,"22,5",28,0,0,0,342,"11,25",14,0,0,0,171
28.01.2020,20_5,1,сухари,10,"10,3","3,8","80,8",,,391,"1,03","0,38","8,08",0,0,"39,1"
28.01.2020,20_5,1,мед,10,"0,5","0,2",80,0,80,330,"0,05","0,02",8,0,8,33
28.01.2020,20_5,1,гречка вар,640,4,1,20,"2,938090241",0,100,"25,6","6,4",128,"18,80377754",0,640
28.01.2020,20_5,1,индейка бедро,200,"21,2","10,1",0,,,"175,7","42,4","20,2",0,0,0,"351,4"
28.01.2020,20_5,1,грецкий орех,10,15,65,14,,,654,"1,5","6,5","1,4",0,0,"65,4"
28.01.2020,20_5,1,кешью,10,18,44,30,,,553,"1,8","4,4",3,0,0,"55,3"
28.01.2020,20_5,1,помидор,120,"0,9","0,2","3,9","1,2","2,63",18,"1,08","0,24","4,68","1,44","3,156","21,6"
28.01.2020,20_5,1,мандарин,100,"0,8","0,3",13,,,53,"0,8","0,3",13,0,0,53
28.01.2020,20_5,1,Яблоко,100,"0,3","0,2",14,2,"8,74",52,"0,3","0,2",14,2,"8,74",52
28.01.2020,20_5,1,творог 1,220,18,1,"1,3",0,0,86,"39,6","2,2","2,86",0,0,"189,2"
28.01.2020,20_5,1,Яйцо белок,160,"11,1",0,1,0,0,46,"17,76",0,"1,6",0,0,"73,6"
29.01.2020,20_5,1,Овсянка,80,13,6,63,9,0,360,"10,4","4,8","50,4","7,2",0,288
29.01.2020,20_5,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
29.01.2020,20_5,1,Президент 85,15,"10,3",52,24,13,2,607,"1,545","7,8","3,6","1,95","0,3","91,05"
29.01.2020,20_5,1,сыр,50,"22,5",28,0,0,0,342,"11,25",14,0,0,0,171
29.01.2020,20_5,1,рис бур вар,600,3,1,26,,,120,18,6,156,0,0,720
29.01.2020,20_5,1,хек рыба,300,"16,8","2,2",0,0,0,86,"50,4","6,6",0,0,0,258
29.01.2020,20_5,1,морковь,136,"0,9","0,2",10,"2,8","4,53",41,"1,224","0,272","13,6","3,808","6,1608","55,76"
29.01.2020,20_5,1,Банан,150,"1,1","0,3",23,"2,6",12,89,"1,65","0,45","34,5","3,9",18,"133,5"
29.01.2020,20_5,1,bcaa ON,12,53,0,32,0,0,337,"6,36",0,"3,84",0,0,"40,44"
29.01.2020,20_5,1,помидор,370,"0,9","0,2","3,9","1,2","2,63",18,"3,33","0,74","14,43","4,44","9,731","66,6"
29.01.2020,20_5,1,творог 1,220,18,1,"1,3",0,0,86,"39,6","2,2","2,86",0,0,"189,2"
29.01.2020,20_5,1,мандарин,120,"0,8","0,3",13,,,53,"0,96","0,36","15,6",0,0,"63,6"
29.01.2020,20_5,1,кешью,25,18,44,30,,,553,"4,5",11,"7,5",0,0,"138,25"
29.01.2020,20_5,1,грецкий орех,20,15,65,14,,,654,3,13,"2,8",0,0,"130,8"
30.01.2020,20_5,1,Овсянка,80,13,6,63,9,0,360,"10,4","4,8","50,4","7,2",0,288
30.01.2020,20_5,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
30.01.2020,20_5,1,Президент 85,15,"10,3",52,24,13,2,607,"1,545","7,8","3,6","1,95","0,3","91,05"
30.01.2020,20_5,1,сыр,50,"22,5",28,0,0,0,342,"11,25",14,0,0,0,171
30.01.2020,20_5,1,хек рыба,130,"16,8","2,2",0,0,0,86,"21,84","2,86",0,0,0,"111,8"
30.01.2020,20_5,1,грудка,170,31,"3,6",0,0,0,165,"52,7","6,12",0,0,0,"280,5"
30.01.2020,20_5,1,рис бур вар,400,3,1,26,,,120,12,4,104,0,0,480
30.01.2020,20_5,1,булгур вар,200,5,1,25,7,"0,16",122,10,2,50,14,"0,32",244
30.01.2020,20_5,1,морковь,110,"0,9","0,2",10,"2,8","4,53",41,"0,99","0,22",11,"3,08","4,983","45,1"
30.01.2020,20_5,1,мандарин,120,"0,8","0,3",13,,,53,"0,96","0,36","15,6",0,0,"63,6"
30.01.2020,20_5,1,помидор,350,"0,9","0,2","3,9","1,2","2,63",18,"3,15","0,7","13,65","4,2","9,205",63
30.01.2020,20_5,1,творог 1,200,18,1,"1,3",0,0,86,36,2,"2,6",0,0,172
30.01.2020,20_5,1,грецкий орех,30,15,65,14,,,654,"4,5","19,5","4,2",0,0,"196,2"
30.01.2020,20_5,1,морковь,110,"0,9","0,2",10,"2,8","4,53",41,"0,99","0,22",11,"3,08","4,983","45,1"
31.01.2020,20_5,1,Овсянка,80,13,6,63,9,0,360,"10,4","4,8","50,4","7,2",0,288
31.01.2020,20_5,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
31.01.2020,20_5,1,Президент 85,15,"10,3",52,24,13,2,607,"1,545","7,8","3,6","1,95","0,3","91,05"
31.01.2020,20_5,1,сыр,50,"22,5",28,0,0,0,342,"11,25",14,0,0,0,171
31.01.2020,20_5,1,булгур вар,200,5,1,25,7,"0,16",122,10,2,50,14,"0,32",244
31.01.2020,20_5,1,грудка,110,31,"3,6",0,0,0,165,"34,1","3,96",0,0,0,"181,5"
31.01.2020,20_5,1,гречка вар,400,4,1,20,"2,938090241",0,100,16,4,80,"11,75236097",0,400
31.01.2020,20_5,1,Яйцо белок,320,"11,1",0,1,0,0,46,"35,52",0,"3,2",0,0,"147,2"
31.01.2020,20_5,1,bcaa ON,10,53,0,32,0,0,337,"5,3",0,"3,2",0,0,"33,7"
31.01.2020,20_5,1,Банан,150,"1,1","0,3",23,"2,6",12,89,"1,65","0,45","34,5","3,9",18,"133,5"
31.01.2020,20_5,1,Шоколад молочный,20,"8,1",55,31,,,542,"1,62",11,"6,2",0,0,"108,4"
31.01.2020,20_5,1,миндаль,20,21,49,22,,,576,"4,2","9,8","4,4",0,0,"115,2"
31.01.2020,20_5,1,кешью,20,18,44,30,,,553,"3,6","8,8",6,0,0,"110,6"
31.01.2020,20_5,1,творог 1,220,18,1,"1,3",0,0,86,"39,6","2,2","2,86",0,0,"189,2"
31.01.2020,20_5,1,морковь,100,"0,9","0,2",10,"2,8","4,53",41,"0,9","0,2",10,"2,8","4,53",41
31.01.2020,20_5,1,помидор,360,"0,9","0,2","3,9","1,2","2,63",18,"3,24","0,72","14,04","4,32","9,468","64,8"
31.01.2020,20_5,1,чернослив,20,"2,2","0,4",64,,,240,"0,44","0,08","12,8",0,0,48
01.02.2020,20_5,1,Овсянка,80,13,6,63,9,0,360,"10,4","4,8","50,4","7,2",0,288
01.02.2020,20_5,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
01.02.2020,20_5,1,Президент 85,15,"10,3",52,24,13,2,607,"1,545","7,8","3,6","1,95","0,3","91,05"
01.02.2020,20_5,1,сыр,50,"22,5",28,0,0,0,342,"11,25",14,0,0,0,171
01.02.2020,20_5,1,гречка вар,630,4,1,20,"2,938090241",0,100,"25,2","6,3",126,"18,50996852",0,630
01.02.2020,20_5,1,Яйцо белок,460,"11,1",0,1,0,0,46,"51,06",0,"4,6",0,0,"211,6"
01.02.2020,20_5,1,кешью,20,18,44,30,,,553,"3,6","8,8",6,0,0,"110,6"
01.02.2020,20_5,1,миндаль,20,21,49,22,,,576,"4,2","9,8","4,4",0,0,"115,2"
01.02.2020,20_5,1,Шоколад молочный,10,"8,1",55,31,,,542,"0,81","5,5","3,1",0,0,"54,2"
01.02.2020,20_5,1,творог 1,200,18,1,"1,3",0,0,86,36,2,"2,6",0,0,172
01.02.2020,20_5,1,bcaa ON,15,53,0,32,0,0,337,"7,95",0,"4,8",0,0,"50,55"
01.02.2020,20_5,1,мандарин,100,"0,8","0,3",13,,,53,"0,8","0,3",13,0,0,53
01.02.2020,20_5,1,помидор,150,"0,9","0,2","3,9","1,2","2,63",18,"1,35","0,3","5,85","1,8","3,945",27
01.02.2020,20_5,1,чернослив,20,"2,2","0,4",64,,,240,"0,44","0,08","12,8",0,0,48
01.02.2020,20_5,1,Яблоко,160,"0,3","0,2",14,2,"8,74",52,"0,48","0,32","22,4","3,2","13,984","83,2"
01.02.2020,20_5,1,подушечки витьба,6,6,20,59,,,430,"0,36","1,2","3,54",0,0,"25,8"
02.02.2020,20_6,1,Овсянка,80,13,6,63,9,0,360,"10,4","4,8","50,4","7,2",0,288
02.02.2020,20_6,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
02.02.2020,20_6,1,Президент 85,15,"10,3",52,24,13,2,607,"1,545","7,8","3,6","1,95","0,3","91,05"
02.02.2020,20_6,1,сыр,50,"22,5",28,0,0,0,342,"11,25",14,0,0,0,171
02.02.2020,20_6,1,гречка вар,640,4,1,20,"2,938090241",0,100,"25,6","6,4",128,"18,80377754",0,640
02.02.2020,20_6,1,грудка,300,31,"3,6",0,0,0,165,93,"10,8",0,0,0,495
02.02.2020,20_6,1,миндаль,20,21,49,22,,,576,"4,2","9,8","4,4",0,0,"115,2"
02.02.2020,20_6,1,кешью,20,18,44,30,,,553,"3,6","8,8",6,0,0,"110,6"
02.02.2020,20_6,1,помидор,350,"0,9","0,2","3,9","1,2","2,63",18,"3,15","0,7","13,65","4,2","9,205",63
02.02.2020,20_6,1,морковь,52,"0,9","0,2",10,"2,8","4,53",41,"0,468","0,104","5,2","1,456","2,3556","21,32"
02.02.2020,20_6,1,подушечки витьба,8,6,20,59,,,430,"0,48","1,6","4,72",0,0,"34,4"
02.02.2020,20_6,1,манго,80,"0,8","0,4",15,,,60,"0,64","0,32",12,0,0,48
